"anime_id","title","type","source","episodes","status","rating","score","scored_by","rank","popularity","members","favorites","premiered","broadcast","producer","producer_count","licensor","licensor_count","studio","studio_count","genre","genre_count","duration_min","aired_from_year"
11013,"Inu x Boku SS","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.63,139250,1274,231,283882,2809,"Winter 2012","Fridays at Unknown","Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Inu x Boku SS Production Partners",5,"Sentai Filmworks",1,"David Production",1,"Comedy, Supernatural, Romance, Shounen",4,24,2012
2104,"Seto no Hanayome","TV","Manga",26,"Finished Airing","PG-13 - Teens 13 or older",7.89,91206,727,366,204003,2579,"Spring 2007","Unknown","TV Tokyo, AIC, Square Enix, Sotsu",4,"Funimation",1,"Gonzo",1,"Comedy, Parody, Romance, School, Shounen",5,24,2007
5262,"Shugo Chara!! Doki","TV","Manga",51,"Finished Airing","PG - Children",7.55,37129,1508,1173,70127,802,"Fall 2008","Unknown","TV Tokyo, Sotsu",2,"",0,"Satelight",1,"Comedy, Magic, School, Shoujo",4,24,2008
721,"Princess Tutu","TV","Original",38,"Finished Airing","PG-13 - Teens 13 or older",8.21,36501,307,916,93312,3344,"Summer 2002","Fridays at Unknown","Memory-Tech, GANSIS, Marvelous AQL",3,"ADV Films",1,"Hal Film Maker",1,"Comedy, Drama, Magic, Romance, Fantasy",5,16,2002
12365,"Bakuman. 3rd Season","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.67,107767,50,426,182765,2082,"Fall 2012","Unknown","NHK, Shueisha",2,"",0,"J.C.Staff",1,"Comedy, Drama, Romance, Shounen",4,24,2012
6586,"Yume-iro Pâtissière","TV","Manga",50,"Finished Airing","G - All Ages",8.03,21618,526,1630,45625,826,"Fall 2009","Unknown","Yomiuri Telecasting, DAX Production, Shueisha",3,"",0,"Studio Pierrot, Studio Hibari",2,"Kids, School, Shoujo",3,24,2009
178,"Ultra Maniac","TV","Manga",26,"Finished Airing","G - All Ages",7.26,9663,2594,2490,22778,122,"Spring 2003","Tuesdays at 22:00 (JST)","WAO World, Studio Jack",2,"Discotek Media, Geneon Entertainment USA",2,"Production Reed",1,"Magic, Comedy, Romance, School, Shoujo",5,24,2003
2787,"Shakugan no Shana II (Second)","TV","Light novel",24,"Finished Airing","PG-13 - Teens 13 or older",7.72,126085,1066,332,220591,1075,"Fall 2007","Fridays at 01:25 (JST)","Geneon Universal Entertainment, ASCII Media Works",2,"Funimation",1,"J.C.Staff",1,"Action, Drama, Fantasy, Romance, School, Supernatural",6,24,2007
4477,"Nodame Cantabile: Paris-hen","TV","Manga",11,"Finished Airing","PG-13 - Teens 13 or older",8.24,53908,281,988,85660,282,"Fall 2008","Fridays at 00:45 (JST)","Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment",3,"",0,"J.C.Staff",1,"Music, Slice of Life, Comedy, Romance, Josei",5,23,2008
853,"Ouran Koukou Host Club","TV","Manga",26,"Finished Airing","PG-13 - Teens 13 or older",8.34,335137,205,69,538843,24072,"Spring 2006","Wednesdays at 00:50 (JST)","VAP, Hakusensha, Nippon Television Network",3,"Funimation",1,"Bones",1,"Comedy, Harem, Romance, School, Shoujo",5,23,2006
4814,"Junjou Romantica 2","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.15,66565,374,799,108186,1123,"Fall 2008","Unknown","Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",4,"Nozomi Entertainment",1,"Studio Deen",1,"Comedy, Drama, Romance, Shounen Ai",4,24,2008
7054,"Kaichou wa Maid-sama!","TV","Manga",26,"Finished Airing","PG-13 - Teens 13 or older",8.2,315130,314,71,531292,14436,"Spring 2010","Fridays at 01:55 (JST)","Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",4,"Sentai Filmworks",1,"J.C.Staff",1,"Comedy, Romance, School, Shoujo",4,24,2010
11123,"Sekaiichi Hatsukoi 2","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.23,53285,288,945,89543,726,"Fall 2011","Unknown","Lantis, Kadokawa Shoten, AT-X, KlockWorx",4,"Funimation",1,"Studio Deen",1,"Comedy, Drama, Romance, Shounen Ai",4,24,2011
14227,"Tonari no Kaibutsu-kun","TV","Manga",13,"Finished Airing","PG-13 - Teens 13 or older",7.71,281448,1093,88,482105,4064,"Fall 2012","Tuesdays at Unknown","TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha",4,"NIS America, Inc.",1,"Brain&#039;s Base",1,"Slice of Life, Comedy, Romance, School, Shoujo",5,24,2012
269,"Bleach","TV","Manga",366,"Finished Airing","PG-13 - Teens 13 or older",7.9,433097,693,18,819284,40718,"Fall 2004","Tuesdays at 18:00 (JST)","TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",6,"Viz Media",1,"Studio Pierrot",1,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",6,24,2004
59,"Chobits","TV","Manga",26,"Finished Airing","PG-13 - Teens 13 or older",7.53,175388,1546,188,317641,3271,"Spring 2002","Wednesdays at 02:20 (JST)","TBS, Pioneer LDC",2,"Funimation, Geneon Entertainment USA",2,"Madhouse",1,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",6,24,2002
6045,"Kimi ni Todoke","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.13,212710,400,111,417136,8041,"Fall 2009","Wednesdays at 00:59 (JST)","VAP, Nippon Television Network, Shueisha",3,"NIS America, Inc.",1,"Production I.G",1,"Slice of Life, Drama, Romance, School, Shoujo",5,22,2009
1735,"Naruto: Shippuuden","TV","Manga",500,"Finished Airing","PG-13 - Teens 13 or older",8.18,385179,337,20,794112,42846,"Winter 2007","Thursdays at 19:30 (JST)","TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",6,"Viz Media",1,"Studio Pierrot",1,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",6,23,2007
210,"Ranma ½","TV","Manga",161,"Finished Airing","R+ - Mild Nudity",7.85,59911,802,623,134537,2742,"Spring 1989","Unknown","Shogakukan Productions, Kitty Films, Fuji TV, Shogakukan",4,"Viz Media",1,"Studio Deen",1,"Slice of Life, Comedy, Martial Arts, Fantasy",4,24,1989
4224,"Toradora!","TV","Light novel",25,"Finished Airing","PG-13 - Teens 13 or older",8.39,557898,174,13,910373,35322,"Fall 2008","Thursdays at 01:20 (JST)","Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music",5,"NIS America, Inc.",1,"J.C.Staff",1,"Slice of Life, Comedy, Romance, School",4,24,2008
10030,"Bakuman. 2nd Season","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.49,122090,108,374,201720,1023,"Fall 2011","Saturdays at 17:30 (JST)","NHK, Shueisha",2,"Media Blasters",1,"J.C.Staff",1,"Comedy, Drama, Romance, Shounen",4,24,2011
74,"Gakuen Alice","TV","Manga",26,"Finished Airing","G - All Ages",7.77,33244,941,1291,62951,1403,"Fall 2004","Unknown","Aniplex, Sogo Vision",2,"Nozomi Entertainment",1,"Group TAC",1,"Comedy, School, Shoujo, Super Power",4,25,2004
4722,"Skip Beat!","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.24,90699,282,488,164738,4668,"Fall 2008","Mondays at 02:00 (JST)","Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",4,"Pied Piper",1,"Hal Film Maker",1,"Comedy, Drama, Romance, Shoujo",4,24,2008
14397,"Chihayafuru 2","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.47,62720,116,757,114340,1116,"Winter 2013","Unknown","VAP, Nippon Television Network",2,"Sentai Filmworks",1,"Madhouse",1,"Drama, Game, Josei, School, Slice of Life, Sports",6,22,2013
1557,"Shounen Onmyouji","TV","Light novel",26,"Finished Airing","PG-13 - Teens 13 or older",7.68,14619,1158,1793,39422,274,"Fall 2006","Unknown","Sotsu, Marine Entertainment",2,"Funimation, Geneon Entertainment USA",2,"Studio Deen",1,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",7,23,2006
10800,"Chihayafuru","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.29,89081,246,348,213902,4524,"Fall 2011","Wednesdays at Unknown","VAP, Nippon Television Network",2,"Sentai Filmworks",1,"Madhouse",1,"Drama, Game, Josei, School, Slice of Life, Sports",6,22,2011
3731,"Itazura na Kiss","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",7.7,91187,1108,473,170224,2632,"Spring 2008","Saturdays at 02:25 (JST)","Bandai Visual, Trinity Sound",2,"Discotek Media",1,"TMS Entertainment",1,"Comedy, Romance, Shoujo",3,24,2008
9513,"Beelzebub","TV","Manga",60,"Finished Airing","PG-13 - Teens 13 or older",8.02,136105,528,208,302082,3785,"Winter 2011","Sundays at Unknown","Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",4,"Discotek Media",1,"Pierrot Plus",1,"Action, Comedy, Demons, Supernatural, School, Shounen",6,24,2011
5835,"Hanasakeru Seishounen","TV","Manga",39,"Finished Airing","PG-13 - Teens 13 or older",7.87,16772,753,1654,44633,500,"Spring 2009","Unknown","",0,"",0,"Studio Pierrot",1,"Drama, Romance, Shoujo",3,24,2009
9863,"SKET Dance","TV","Manga",77,"Finished Airing","PG-13 - Teens 13 or older",8.33,44132,213,646,130264,2474,"Spring 2011","Thursdays at 18:00 (JST)","TV Tokyo, Avex Entertainment, Dentsu",3,"",0,"Tatsunoko Production",1,"Comedy, School, Shounen",3,24,2011
7817,"B-gata H-kei","TV","4-koma manga",12,"Finished Airing","R+ - Mild Nudity",7.1,142827,3193,285,244791,1641,"Spring 2010","Fridays at 01:00 (JST)","Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",8,"Funimation",1,"Hal Film Maker, TYO Animations",2,"Comedy, Romance, Ecchi, School, Seinen",5,24,2010
966,"Crayon Shin-chan","TV","Manga",0,"Currently Airing","PG - Children",7.73,17683,1032,1937,34788,600,"Spring 1992","Fridays at 19:30 (JST)","TV Asahi",1,"Funimation",1,"Shin-Ei Animation",1,"Slice of Life, Comedy, Ecchi, School, Seinen",5,21,1992
120,"Fruits Basket","TV","Manga",26,"Finished Airing","PG-13 - Teens 13 or older",7.77,167968,939,222,292572,7579,"Summer 2001","Thursdays at 18:00 (JST)","TV Tokyo, Nihon Ad Systems, King Records",3,"Funimation",1,"Studio Deen",1,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",6,24,2001
957,"Saiunkoku Monogatari","TV","Light novel",39,"Finished Airing","PG-13 - Teens 13 or older",8.04,23467,512,1313,61739,1059,"Spring 2006","Unknown","NHK, Sogo Vision",2,"Funimation, Geneon Entertainment USA",2,"Madhouse",1,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",6,25,2006
21,"One Piece","TV","Manga",0,"Currently Airing","PG-13 - Teens 13 or older",8.54,423868,91,35,720133,69760,"Fall 1999","Sundays at 09:30 (JST)","Fuji TV, TAP, Shueisha",3,"Funimation, 4Kids Entertainment",2,"Toei Animation",1,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",7,24,1999
1974,"Glass no Kamen (2005)","TV","Manga",51,"Finished Airing","G - All Ages",8.18,7348,333,2523,22123,365,"Spring 2005","Unknown","TMS Entertainment, MediaNet",2,"Sentai Filmworks",1,"Tokyo Movie Shinsha",1,"Drama, Shoujo",2,25,2005
857,"Air Gear","TV","Manga",25,"Finished Airing","R+ - Mild Nudity",7.64,126326,1233,297,235764,3254,"Spring 2006","Unknown","Marvelous, Kodansha",2,"ADV Films, Funimation",2,"Toei Animation",1,"Action, Comedy, Ecchi, Shounen, Sports",5,24,2006
1914,"Saiunkoku Monogatari 2nd Season","TV","Light novel",39,"Finished Airing","PG-13 - Teens 13 or older",8.16,11924,362,2233,27481,201,"Spring 2007","Unknown","NHK, Sogo Vision",2,"",0,"Madhouse",1,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",6,25,2007
249,"InuYasha","TV","Manga",167,"Finished Airing","PG-13 - Teens 13 or older",7.9,181978,697,141,371313,12282,"Fall 2000","Mondays at 19:00 (JST)","Yomiuri Telecasting, Shogakukan",2,"Viz Media",1,"Sunrise",1,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",10,24,2000
6645,"Chu-Bra!!","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",6.3,16688,6380,1858,37256,48,"Winter 2010","Mondays at 23:30 (JST)","GANSIS",1,"",0,"Zexcs",1,"Ecchi, Comedy, School, Seinen",4,24,2010
5690,"Nodame Cantabile Finale","TV","Manga",11,"Finished Airing","PG-13 - Teens 13 or older",8.34,47983,203,995,84808,381,"Winter 2010","Fridays at 00:45 (JST)","Fuji TV, Sony Music Entertainment",2,"",0,"J.C.Staff",1,"Comedy, Josei, Music, Romance",4,22,2010
1571,"Ghost Hunt","TV","Novel",25,"Finished Airing","PG-13 - Teens 13 or older",7.92,69224,656,527,152490,2579,"Fall 2006","Unknown","TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",4,"Funimation",1,"J.C.Staff",1,"Comedy, Horror, Mystery, Shoujo, Supernatural",5,25,2006
11759,"Accel World","TV","Light novel",24,"Finished Airing","PG-13 - Teens 13 or older",7.53,236083,1545,103,433343,3680,"Spring 2012","Saturdays at 00:30 (JST)","Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",5,"Viz Media",1,"Sunrise",1,"Action, Game, Sci-Fi, Romance, School",5,24,2012
7674,"Bakuman.","TV","Manga",25,"Finished Airing","PG-13 - Teens 13 or older",8.32,167429,216,172,332666,6846,"Fall 2010","Unknown","NHK, Shueisha",2,"Media Blasters, NYAV Post",2,"J.C.Staff",1,"Comedy, Drama, Romance, Shounen",4,24,2010
1698,"Nodame Cantabile","TV","Manga",23,"Finished Airing","PG-13 - Teens 13 or older",8.41,87363,163,381,198927,4443,"Winter 2007","Fridays at Unknown","Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",7,"",0,"J.C.Staff",1,"Music, Slice of Life, Comedy, Drama, Romance, Josei",6,22,2007
14713,"Kamisama Hajimemashita","TV","Manga",13,"Finished Airing","PG-13 - Teens 13 or older",8.14,138954,383,259,266342,6387,"Fall 2012","Tuesdays at 02:05 (JST)","TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",6,"Funimation",1,"TMS Entertainment",1,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",6,24,2012
232,"Cardcaptor Sakura","TV","Manga",70,"Finished Airing","PG - Children",8.21,121898,297,292,237669,9453,"Spring 1998","Tuesdays at 18:00 (JST)","NHK, Kodansha, Sogo Vision, YTV",4,"Nelvana, NIS America, Inc., Geneon Entertainment USA",3,"Madhouse",1,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",8,25,1998
233,"Daa! Daa! Daa!","TV","Manga",78,"Finished Airing","G - All Ages",7.78,6598,919,3045,15211,216,"Spring 2000","Tuesdays at 18:00 (JST)","",0,"",0,"J.C.Staff",1,"Comedy, Sci-Fi, Shoujo",3,25,2000
9656,"Kimi ni Todoke 2nd Season","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.12,133548,412,322,224494,1117,"Winter 2011","Wednesdays at 00:59 (JST)","VAP, Nippon Television Network, Shueisha",3,"NIS America, Inc.",1,"Production I.G",1,"Slice of Life, Drama, Romance, School, Shoujo",5,23,2011
9926,"Sekaiichi Hatsukoi","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.07,69250,469,701,121752,2908,"Spring 2011","Unknown","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",5,"Funimation",1,"Studio Deen",1,"Comedy, Drama, Romance, Shounen Ai",4,23,2011
2564,"Code-E","TV","Original",12,"Finished Airing","G - All Ages",6.49,5866,5635,3214,13818,18,"Summer 2007","Unknown","Nagoya TV Housou",1,"",0,"Studio Deen",1,"Comedy, Romance, School, Sci-Fi, Slice of Life",5,24,2007
3092,"Junjou Romantica","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.99,86423,568,568,146369,4707,"Spring 2008","Unknown","Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",4,"Nozomi Entertainment",1,"Studio Deen",1,"Comedy, Drama, Romance, Shounen Ai",4,24,2008
1579,"Kiniro no Corda: Primo Passo","TV","Visual novel",25,"Finished Airing","PG-13 - Teens 13 or older",7.63,36820,1273,1138,72255,1126,"Fall 2006","Unknown","Aniplex, Hakusensha, Koei, TYO",4,"Sentai Filmworks",1,"Yumeta Company",1,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",8,24,2006
32370,"D.Gray-man Hallow","TV","Manga",13,"Finished Airing","R - 17+ (violence & profanity)",7.92,40618,655,795,108764,825,"Summer 2016","Tuesdays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",4,"Funimation",1,"TMS Entertainment",1,"Action, Adventure, Super Power, Demons, Shounen",5,24,2016
34152,"Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono","OVA","Original",1,"Finished Airing","R - 17+ (violence & profanity)",7.4,15423,2049,2044,31844,276,"","","",0,"",0,"Lerche",1,"Action, Mystery, Horror, Psychological",4,25,2017
153,"Juuni Kokuki","TV","Novel",45,"Finished Airing","PG-13 - Teens 13 or older",8.13,28791,399,1016,82925,1907,"Spring 2002","Unknown","Sogo Vision",1,"Media Blasters, TOKYOPOP",2,"Studio Pierrot",1,"Action, Adventure, Fantasy, Magic, Supernatural",5,25,2002
27417,"Diabolik Lovers OVA","OVA","Visual novel",1,"Finished Airing","PG-13 - Teens 13 or older",6.04,9290,7260,2721,19268,64,"","","Frontier Works",1,"",0,"Production I.G, Zexcs",2,"Harem, School, Vampire, Shoujo",4,11,2015
33398,"Neko Konogoro","TV","Manga",0,"Currently Airing","None",3.44,18,11426,10123,361,0,"Summer 2016","Not scheduled once per week","",0,"",0,"Kachidoki Studio",1,"Comedy",1,1,2016
1051,"Ao no 6-gou","OVA","Manga",4,"Finished Airing","PG-13 - Teens 13 or older",7.14,16149,3026,1950,34469,184,"","","",0,"Bandai Entertainment, Discotek Media",2,"Gonzo",1,"Action, Adventure, Mecha, Military, Sci-Fi",5,32,1998
12447,"Ben-To Picture Drama","Special","Light novel",6,"Finished Airing","PG-13 - Teens 13 or older",6.15,2806,6924,3977,8265,3,"","","AT-X",1,"",0,"David Production",1,"Comedy",1,9,2011
1381,"Seikai no Monshou Special","Special","Light novel",1,"Finished Airing","PG-13 - Teens 13 or older",7.35,1050,2254,6165,2758,3,"","","Bandai Visual, WOWOW, BeSTACK",3,"",0,"Sunrise",1,"Action, Military, Romance, Sci-Fi, Space",5,90,2000
8022,"Tegamibachi Gakuen","Special","Original",25,"Finished Airing","PG-13 - Teens 13 or older",7.42,1911,1953,4119,7644,7,"","","",0,"",0,"Studio Pierrot",1,"Comedy",1,3,2010
32666,"Oniku Daisuki! Zeushi-kun: Suteki na Hamburger","ONA","Original",1,"Finished Airing","G - All Ages",4.32,22,11629,12944,102,0,"","","",0,"",0,"DLE",1,"Comedy",1,4,2016
33775,"Soul Buster","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",5.91,4687,7553,2963,16223,13,"Fall 2016","Tuesdays at 18:30 (JST)","MAGES.",1,"",0,"Studio Pierrot",1,"Action, Samurai",2,13,2016
14353,"Death Billiards","Movie","Original",1,"Finished Airing","R - 17+ (violence & profanity)",8.01,81162,542,637,132203,226,"","","",0,"Funimation",1,"Madhouse",1,"Game, Mystery, Psychological, Drama, Thriller",5,25,2013
5235,"Live On Cardliver Kakeru","TV","Manga",51,"Finished Airing","PG - Children",6.86,97,4074,9003,673,3,"Fall 2008","Unknown","Sotsu, Sakura Create",2,"",0,"TMS Entertainment",1,"Game, Fantasy",2,23,2008
26443,"Triage X","TV","Manga",10,"Finished Airing","R+ - Mild Nudity",6.41,34990,5978,1025,81824,158,"Spring 2015","Thursdays at 01:05 (JST)","DAX Production, Nippon Columbia",2,"Sentai Filmworks",1,"Xebec",1,"Action, Adventure, Ecchi, Shounen",4,23,2015
16251,"Shinkai no Kantai: Submarine 707","OVA","Manga",1,"Finished Airing","None",5.73,120,7936,9879,412,0,"","","",0,"",0,"J.C.Staff, Toei Animation",2,"Action, Adventure, Military, Sci-Fi",4,46,1997
36847,"Nanatsu no Bitoku","TV","Other",10,"Finished Airing","R+ - Mild Nudity",5.2,4722,8835,2533,22001,47,"Winter 2018","Saturdays at 00:25 (JST)","Hobby Japan",1,"Sentai Filmworks",1,"Bridge",1,"Ecchi, Fantasy",2,5,2018
32561,"Hai to Gensou no Grimgar Special","Special","Light novel",1,"Finished Airing","PG-13 - Teens 13 or older",6.65,16293,4965,2146,29209,29,"","","",0,"Funimation",1,"A-1 Pictures",1,"Comedy",1,11,2016
24275,"Medamayaki no Kimi Itsu Tsubusu?","Special","Manga",4,"Finished Airing","G - All Ages",5.92,161,7526,8668,811,0,"","","NHK",1,"",0,"Fanworks",1,"Comedy, Seinen",2,18,2014
1811,"Bounty Dog: Getsumen no Ibu","OVA","Original",2,"Finished Airing","R - 17+ (violence & profanity)",5.63,953,8135,6716,2147,3,"","","Starchild Records, Movic, Toho",3,"Manga Entertainment",1,"Animate Film",1,"Action, Sci-Fi, Space",3,29,1994
9721,"Aisai Nikki","OVA","Visual novel",1,"Finished Airing","Rx - Hentai",6.54,2749,NA,4398,6450,39,"","","Pink Pineapple",1,"",0,"G-Lam",1,"Hentai",1,22,2010
812,"Chikyuu Shoujo Arjuna","TV","Original",13,"Finished Airing","PG-13 - Teens 13 or older",6.95,8111,3731,2600,21106,159,"Winter 2001","Tuesdays at 18:00 (JST)","Bandai Visual, Sotsu",2,"Bandai Entertainment",1,"Satelight",1,"Adventure, Drama, Magic, Sci-Fi",4,26,2001
7791,"K-On!!","TV","4-koma manga",26,"Finished Airing","PG-13 - Teens 13 or older",8.14,178001,383,183,322621,7149,"Spring 2010","Wednesdays at 01:25 (JST)","Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",5,"Sentai Filmworks",1,"Kyoto Animation",1,"Comedy, Music, School, Slice of Life",4,24,2010
747,"Haru wo Daite Ita","OVA","Manga",2,"Finished Airing","R+ - Mild Nudity",6.93,10761,NA,2808,17989,92,"","","Frontier Works, On-Lead",2,"Media Blasters, Kitty Media",2,"Trinet Entertainment",1,"Drama, Romance, Yaoi",3,30,2005
11009,"Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken","Movie","Game",1,"Finished Airing","PG - Children",7.13,2588,3092,4395,6463,13,"","","",0,"The Pokemon Company International",1,"OLM",1,"Adventure, Comedy, Fantasy, Kids",4,14,2006
8726,"Soredemo Machi wa Mawatteiru","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.47,14763,1744,1826,38419,143,"Fall 2010","Unknown","Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",7,"Sentai Filmworks",1,"Shaft",1,"Comedy, Slice of Life",2,24,2010
15813,"Majokko Shimai no Yoyo to Nene","Movie","Manga",1,"Finished Airing","G - All Ages",7.57,4073,1431,3511,11187,17,"","","Aniplex, Starchild Records, Tokuma Shoten",3,"",0,"ufotable",1,"Fantasy, Magic",2,100,2013
33462,"Bernard-jou Iwaku.","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",6.03,5918,7274,3130,14460,13,"Fall 2016","Fridays at 01:00 (JST)","DAX Production, Dream Creation, Gen&#039;ei",3,"",0,"Creators in Pack",1,"Comedy, School",2,3,2016
1586,"Aoi Umi no Tristia","OVA","Visual novel",2,"Finished Airing","PG - Children",5.81,1221,7768,6326,2569,0,"","","",0,"",0,"ufotable",1,"Adventure, Mecha",2,27,2004
20057,"Space☆Dandy","TV","Original",13,"Finished Airing","PG-13 - Teens 13 or older",7.88,75431,748,468,171855,2868,"Winter 2014","Unknown","Bandai Visual, flying DOG, Bandai Namco Entertainment",3,"Funimation",1,"Bones",1,"Sci-Fi, Space, Comedy",3,24,2014
30347,"Nanatsu no Taizai OVA","OVA","Manga",2,"Finished Airing","PG-13 - Teens 13 or older",7.77,34252,949,1245,65495,94,"","","Aniplex",1,"",0,"A-1 Pictures",1,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",6,24,2015
18893,"Aoki Hagane no Arpeggio: Ars Nova","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.5,48992,1623,821,105762,800,"Fall 2013","Tuesdays at 02:55 (JST)","Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha",6,"Discotek Media",1,"SANZIGEN",1,"Action, Sci-Fi, Seinen",3,24,2013
35334,"ClassicaLoid 2nd Season","TV","Original",25,"Finished Airing","PG-13 - Teens 13 or older",6.47,855,5712,5092,4497,7,"Fall 2017","Saturdays at 17:35 (JST)","NHK, Bandai Namco Pictures",2,"Sentai Filmworks",1,"Sunrise",1,"Music, Comedy",2,24,2017
36755,"Juvenile Pornography The Animation","OVA","Manga",1,"Finished Airing","Rx - Hentai",6.49,682,NA,7015,1872,6,"","","BOOTLEG",1,"",0,"Office Takeout",1,"Hentai",1,16,2017
2199,"Chirin no Suzu","Movie","Picture book",1,"Finished Airing","PG-13 - Teens 13 or older",7.17,2361,2916,4822,5161,21,"","","",0,"Discotek Media",1,"Sanrio",1,"Adventure, Drama, Fantasy",3,46,1978
34561,"Re:Creators","TV","Original",22,"Finished Airing","R - 17+ (violence & profanity)",7.69,74531,1138,347,214467,1717,"Spring 2017","Saturdays at 23:30 (JST)","Aniplex, Magic Capsule, Shogakukan, ABC Animation",4,"",0,"TROYCA",1,"Action, Sci-Fi, Fantasy",3,24,2017
238,"Rekka no Honoo","TV","Manga",42,"Finished Airing","PG-13 - Teens 13 or older",7.42,18254,1948,1730,41792,219,"Summer 1997","Saturdays at 18:30 (JST)","Fuji TV",1,"Viz Media, Discotek Media",2,"Studio Pierrot",1,"Action, Adventure, Martial Arts, Shounen, Super Power",5,23,1997
27989,"Hibike! Euphonium","TV","Novel",13,"Finished Airing","PG-13 - Teens 13 or older",8.02,94024,530,367,203942,3337,"Spring 2015","Wednesdays at 00:30 (JST)","Lantis, Pony Canyon, Rakuonsha",3,"Ponycan USA",1,"Kyoto Animation",1,"Music, School, Drama",3,23,2015
36838,"Gintama.: Shirogane no Tamashii-hen","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.85,14981,25,1724,42265,393,"Winter 2018","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",4,"",0,"Bandai Namco Pictures",1,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",7,24,2018
1200,"Gun-dou Musashi","TV","Original",26,"Finished Airing","PG-13 - Teens 13 or older",6.06,476,7203,4956,4777,15,"Spring 2006","Unknown","TBS",1,"",0,"ACC Production",1,"Adventure, Samurai, Fantasy",3,24,2006
24031,"Denki-gai no Honya-san","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.27,34590,2517,1035,80620,210,"Fall 2014","Thursdays at 22:30 (JST)","Sotsu, Pony Canyon, DAX Production, Comic Umenohone, Mobcast",5,"Ponycan USA",1,"Shin-Ei Animation",1,"Comedy, Seinen, Slice of Life",3,23,2014
3975,"Uchi no 3 Shimai","TV","Other",141,"Finished Airing","G - All Ages",6.66,38,12542,10281,334,2,"Spring 2008","Unknown","",0,"",0,"Toei Animation, Daewon Media",2,"Comedy, Slice of Life",2,23,2008
